item_id,item_price,product_type,department_name
H8931,31328.0,D184,baby
B19726,633.5,B0412,clothing & accessories
J8407,6208.0,E484,clothing & accessories
E8960,220.5,F93,garden & outdoors
H2694,896.0,C814,apps & games
D782,512.0,H936,garden & outdoors
F4587,864.0,G673,electronics
G741,508.5,E999,books
B17285,160.0,J335,garden & outdoors
I8306,809.5,F622,garden & outdoors
J7260,481.0,C874,furniture
J9359,2216.0,G026,clothing & accessories
B12186,7833.5,J789,books
I1019,160.0,B188,beauty
H6020,11584.0,B845,beauty
F8480,2713.5,D634,beauty
D9219,320.0,F404,collectibles
F9084,3174.0,B0215,books
B04561,380.5,F972,beauty
B03702,509.0,E91,apps & games
D8880,9129.5,G239,collectibles
F6436,4320.0,E125,computers & accessories
B16178,476.5,C018,clothing & accessories
B25295,2656.0,J041,furniture
F1179,3324.5,J397,apps & games
B00163,9760.0,B0083,baby
F8102,18849.5,F529,collectibles
H5801,307.0,I191,garden & outdoors
E0266,393.5,J395,collectibles
H7544,185.5,C432,apps & games
B7670,305.0,E941,computers & accessories
I5831,636.5,I936,computers & accessories
H343,10368.0,D265,clothing & accessories
F4384,889.5,F409,computers & accessories
H2658,896.0,F462,apps & games
H5073,3648.0,F033,electronics
G1181,220.5,G003,books
F3757,33920.0,C162,beauty
I4150,26956.5,H127,beauty
B31368,4768.0,C483,garden & outdoors
G7221,464.0,G673,collectibles
B18051,1602.0,G644,apps & games
E9505,175104.0,D642,apps & games
C6855,508.5,B0344,books
C2178,1148.5,E141,clothing & accessories
B17977,384.0,D821,garden & outdoors
D9849,2073.5,J325,computers & accessories
H2366,553.5,H238,garden & outdoors
G9059,7249.0,J965,baby
B03284,979.0,C328,baby
E2881,2688.0,C048,books
B2078,952.0,I127,beauty
B15026,1550.0,C874,computers & accessories
G5408,18880.0,B943,beauty
J7709,282.0,B0412,electronics
C0518,845.0,F783,furniture
C5127,1280.0,I49,collectibles
G7158,835.0,F611,garden & outdoors
B27215,5385.5,J086,apps & games
F5656,624.0,C75,beauty
F4394,316.5,G456,baby
I6211,640.5,B146,books
B24413,631.0,D748,furniture
H694,291840.0,G108,electronics
B09517,4092.5,F276,garden & outdoors
E3751,967.5,C364,beauty
E9446,128.0,I689,clothing & accessories
I8212,23968.0,J015,computers & accessories
B06483,5696.0,D150,clothing & accessories
H2635,50880.0,I19,electronics
B4080,3520.0,F174,apps & games
B4438,793.5,C231,beauty
H238,852.0,E057,apps & games
B14111,3072.0,G268,garden & outdoors
J1169,1232.0,B236,clothing & accessories
H1207,700.5,H968,clothing & accessories
D6120,665.5,H982,collectibles
J1885,812.5,G682,furniture
D1311,377.5,H088,beauty
B14916,152.0,E064,collectibles
D995,297.5,E014,computers & accessories
B21906,1180.5,G633,beauty
C3347,5736.5,I323,books
C845,12288.0,E841,garden & outdoors
D2244,510.0,C328,apps & games
B8651,3488.0,B2,books
B11559,1088.0,B630,electronics
I717,1289.5,C781,apps & games
F6342,1008.0,F007,furniture
E0222,1120.0,B343,electronics
G0483,358.0,H811,clothing & accessories
G3257,3840.0,D646,beauty
B058,342.0,D055,beauty
B15470,4009.5,C874,clothing & accessories
C4534,1385.0,I127,beauty
H2131,11819.0,I310,computers & accessories
G243,899.5,I892,apps & games
C0186,400.0,F252,baby
H669,282.0,E741,electronics
E3130,8268.5,D757,collectibles
J9070,896.0,C814,books
H1255,361.5,H376,electronics
G7727,2363.5,F655,computers & accessories
I719,2677.0,J77,beauty
G4333,14470.0,J234,baby
E3897,480.0,J362,clothing & accessories
I8880,3930.5,D850,computers & accessories
B17394,2013.0,D363,beauty
E4742,4320.0,I189,clothing & accessories
D3146,1280.0,E683,electronics
J8210,2649.5,C874,baby
C2447,982.0,G210,furniture
B23492,5728.0,C874,furniture
D8399,345.5,F456,apps & games
B5670,4448.0,E986,clothing & accessories
B21204,18880.0,G108,garden & outdoors
F1158,270.5,G658,apps & games
C8955,1699.0,D735,beauty
C1424,1276.5,B0497,apps & games
E6182,528.0,I506,beauty
E7453,1411.0,G898,garden & outdoors
B426,7480.0,G655,furniture
C773,1088.5,I560,baby
D8360,1105.5,G081,collectibles
B4101,259200.0,F193,electronics
B5284,1116.5,G186,electronics
C789,192.0,B457,clothing & accessories
I9359,2677.0,F54,clothing & accessories
B18021,4050.0,E141,books
B7801,17670.0,F783,apps & games
F7438,5350.0,D426,collectibles
H9277,19168.0,G815,electronics
E4120,3836.5,I536,beauty
D759,3753.5,J086,clothing & accessories
F6953,4544.0,J82,collectibles
J0888,1182.0,J77,books
E7393,1520.0,H455,collectibles
B9932,1568.0,J809,electronics
D7726,1769.5,E716,electronics
B21505,124.5,F622,garden & outdoors
B23522,960.0,B054,baby
B25975,1672.0,B981,electronics
I6743,6048.0,D137,clothing & accessories
H756,476.5,F609,computers & accessories
F3280,2148.5,G825,clothing & accessories
F9356,1149.0,C874,apps & games
J4974,8000.0,F208,books
B6676,4032.0,E422,beauty
G3196,3488.0,D062,electronics
G8116,2876.5,H701,collectibles
G331,2208.0,H29,garden & outdoors
E8948,2275.0,I779,collectibles
B22358,4761.5,D229,computers & accessories
D309,2022.0,J595,furniture
D0882,412.5,D928,computers & accessories
B8816,7008.0,E76,books
G5572,1218.5,H632,collectibles
C4648,896.0,J86,furniture
I9806,1146.0,H791,clothing & accessories
E5202,48896.0,D287,clothing & accessories
B07834,1152.0,H089,books
J7148,25948.5,C607,garden & outdoors
C5615,518.0,J495,collectibles
D5863,1156.5,D948,apps & games
B03275,2956.5,B383,clothing & accessories
J7442,844.5,F622,apps & games
J646,6400.0,C874,electronics
F1604,768.0,F040,beauty
B9633,880.0,I040,electronics
G7643,96.0,F30,collectibles
I8181,1632.0,B137,baby
H3645,2560.0,C890,garden & outdoors
J0183,28208.0,G077,books
B15135,108480.0,C396,apps & games
G7063,2384.0,B796,clothing & accessories
F4615,1472.0,E746,computers & accessories
I5103,1024.0,F755,computers & accessories
B05541,336.0,G651,beauty
J8339,249.5,I522,beauty
I2732,2176.0,I324,baby
H1368,10368.0,F164,baby
B0539,2528.0,G186,furniture
F7531,1913.5,H554,clothing & accessories
J680,4636.5,E986,apps & games
G2089,9792.0,D278,baby
C7476,316.5,C944,baby
G5546,7751.5,F164,apps & games
B08909,4966.0,F164,computers & accessories
B21032,10051.0,I323,baby
B24736,2010.0,E714,baby
E7955,1116.5,C212,garden & outdoors
J5535,403.0,F579,furniture
H3650,2534.0,H284,garden & outdoors
C0604,20052.0,B119,collectibles
H5396,1998.5,E998,clothing & accessories
J8468,4480.0,F76,beauty
J0584,2848.0,D714,collectibles
B29758,958.0,H687,computers & accessories
I1717,1626.5,C645,clothing & accessories
B09464,508.5,G648,apps & games
B1548,2848.0,C765,beauty
D7674,1817.5,C106,baby
B5451,640.5,G073,electronics
E9697,704.0,I689,furniture
B3861,432.0,E169,furniture
D1040,45856.0,J015,books
C35,166.0,B545,apps & games
H6083,6048.0,F075,books
J5933,13977.5,F581,collectibles
B05910,1836.5,G998,garden & outdoors
G8345,22739.0,I347,apps & games
C4394,47756.5,F419,apps & games
E388,5613.0,I695,apps & games
E9268,48640.0,H207,baby
H5445,380.0,I684,clothing & accessories
I0996,623.0,B732,furniture
G0729,601.5,G323,beauty
H5796,22.0,D479,furniture
D7382,2428.5,B94,computers & accessories
E9089,4416.0,H455,garden & outdoors
D6798,76032.0,H92,apps & games
I2721,2496.0,I325,baby
B00853,953.5,J552,collectibles
B09809,367.0,C835,electronics
F8990,207.0,J3,beauty
B01507,3136.0,F622,beauty
B15298,7552.0,B0097,furniture
H6519,5379.0,B672,furniture
B07301,249.5,B498,computers & accessories
B25918,1280.0,B969,collectibles
B24310,115.0,G201,baby
D6374,1596.5,E452,furniture
B21217,389.5,J822,collectibles
I9383,1184.5,C065,clothing & accessories
B1566,2416.0,J387,computers & accessories
B02741,316.5,C628,books
B07074,16896.0,E328,collectibles
E1839,1382.0,F075,clothing & accessories
B07474,912.0,C874,garden & outdoors
C9946,636.5,D148,baby
C6238,2230.0,E924,apps & games
B05432,2208.0,D062,garden & outdoors
B30104,4712.0,F091,books
G8669,12074.5,D606,furniture
B27462,172.5,E877,collectibles
E601,3868.5,H63,furniture
C6812,4448.0,J809,beauty
H7747,512.0,B044,furniture
H817,2534.0,I869,computers & accessories
B07852,7425.5,J789,beauty
B13300,38336.0,H551,baby
D8953,680.0,J843,books
F922,473.5,B945,beauty
I0424,1792.0,H894,electronics
G0329,240.0,H455,garden & outdoors
E8544,1062.0,B0394,collectibles
E5822,2112.0,E309,beauty
H6930,1139.0,H238,furniture
H8078,348.5,H542,apps & games
D3765,4089.5,B0271,clothing & accessories
E3783,604.5,H554,electronics
B1884,4800.0,F76,electronics
D2270,1005.0,G97,apps & games
C0166,1842.0,D207,clothing & accessories
G0081,7802.0,G887,collectibles
F2917,1120.0,B0077,beauty
B24503,4092.5,C724,collectibles
D1496,896.0,C304,furniture
F8886,1120.0,C786,collectibles
I2713,4080.0,B368,baby
J6446,540.5,G607,beauty
B02674,152.5,E220,garden & outdoors
J7031,5040.0,D163,electronics
B8720,82.5,C356,computers & accessories
B20157,4320.0,C323,furniture
B28775,1257.5,D844,beauty
F0590,144.0,D753,computers & accessories
B00908,284.5,B875,books
I4253,444.5,B479,electronics
J3219,419.0,I518,electronics
B11617,7198.5,F164,collectibles
H9111,5408.0,B0333,apps & games
B24681,3776.0,I395,baby
B17994,412.5,C724,furniture
I4610,2080.0,C787,baby
B14203,2176.0,I293,electronics
G1545,1052.5,E426,baby
B16446,1248.0,H284,clothing & accessories
E6780,432.5,C874,books
C7736,540.5,H233,garden & outdoors
D9882,630.5,F934,baby
I6207,480.0,J593,beauty
H8236,7648.0,B240,computers & accessories
B06128,3379.0,J952,furniture
B03026,729.5,I607,furniture
B3863,2048.0,J943,collectibles
C6953,1252.5,H753,baby
B19269,3024.0,E125,baby
F4255,6496.0,E76,electronics
J7413,961.5,C277,furniture
F8183,1987.0,C874,baby
B8700,11040.0,D045,furniture
G1954,2256.0,C874,clothing & accessories
H0537,400.0,B457,apps & games
B10278,3200.0,G295,clothing & accessories
D554,760.0,E064,baby
B19543,2788.5,D850,electronics
B24112,3395.5,G339,collectibles
B07648,358.0,E926,apps & games
I2991,1692.5,F251,beauty
D2237,547.0,B032,collectibles
C4631,2080.0,E937,collectibles
E839,155.5,C874,computers & accessories
C5507,99.0,D575,beauty
F5015,6368.0,G827,baby
F7512,156.5,F087,garden & outdoors
G1102,832.0,F386,beauty
G5481,9216.0,J8,baby
B9844,2363.5,F655,furniture
B5396,1275.5,E309,apps & games
D1930,1913.5,B0412,baby
B11554,18880.0,J604,electronics
B07367,1252.5,I069,garden & outdoors
D8678,108.5,F179,garden & outdoors
D0461,8694.0,C874,electronics
C8888,16934.0,B168,beauty
J321,26560.0,E457,furniture
B0479,1504.5,F540,beauty
G6462,14296.0,G878,furniture
H7103,12470.0,C733,baby
H6205,80.0,D274,baby
C308,29664.0,D812,books
H399,508.5,J449,baby
C8646,220.5,J141,collectibles
E7002,921.5,C745,books
B05138,596.0,J670,clothing & accessories
B8686,636.5,B25,apps & games
C3035,982.5,F655,computers & accessories
G8078,1465.5,I121,baby
H1023,4128.0,E646,collectibles
H4764,720.0,F36,computers & accessories
F229,572.5,I8,beauty
D351,2080.0,F326,baby
B24961,1792.0,B094,clothing & accessories
F5809,732.0,I558,baby
E9815,832.0,H291,beauty
B10639,26584.0,D184,computers & accessories
B24698,1296.0,C874,electronics
B25734,3680.0,I251,clothing & accessories
C1461,1209.5,C637,books
F9117,652.5,G388,garden & outdoors
J3653,17600.0,B342,beauty
G2209,1020.5,I692,clothing & accessories
E6006,1568.0,F407,garden & outdoors
I5475,598.0,D978,garden & outdoors
C7378,2624.0,C874,electronics
I8784,23435.0,J621,baby
B10692,700.5,E21,collectibles
B00470,108.5,C913,beauty
G5380,684.5,H580,electronics
I0404,3475.0,B887,beauty
I0943,1152.0,B888,computers & accessories
E995,3442.0,D265,beauty
B27293,633.5,J773,electronics
C7765,9600.0,G607,garden & outdoors
B01157,400.0,C369,computers & accessories
D2009,604.5,F622,computers & accessories
I4292,857.5,J07,books
C1129,576.0,H045,garden & outdoors
D6010,1707.5,B0025,clothing & accessories
E342,58944.0,D642,clothing & accessories
J6103,4320.0,D057,collectibles
F4685,284.5,I692,books
I2547,15456.0,D855,collectibles
B7286,4003.0,G417,electronics
B1668,1641.5,B224,books
J7251,4435.0,E693,garden & outdoors
G3186,374.0,B224,clothing & accessories
F5770,1401.5,C106,beauty
C2750,2016.0,C270,apps & games
B00204,380.5,G644,beauty
G9612,1916.5,C182,baby
B26200,1584.0,G150,baby
E7859,796.5,H916,collectibles
E4325,1744.5,J713,computers & accessories
D1279,11196.5,D495,apps & games
B31,1452.5,J713,collectibles
E4741,1235.0,H238,clothing & accessories
B16628,316.5,F838,garden & outdoors
E0201,316.5,C719,furniture
B02958,3840.0,E797,computers & accessories
I1012,304.5,J77,apps & games
D8764,1952.0,F939,beauty
H4897,864.0,E244,garden & outdoors
B12855,2848.0,I656,collectibles
G9842,1142.0,C874,apps & games
C3487,1028.0,J270,collectibles
B2634,3814.0,F164,apps & games
F2237,2079.5,J713,garden & outdoors
D8881,647.5,B923,furniture
I3622,1095.0,C065,collectibles
B10485,416.0,J165,beauty
B05565,3993.5,D224,beauty
B1882,2880.0,J842,collectibles
H5742,512.5,J523,baby
F1395,2848.0,G823,computers & accessories
E0827,631.5,F276,collectibles
H2371,3094.5,J713,computers & accessories
H4070,563.0,C598,computers & accessories
J6847,6011.0,D657,computers & accessories
F8322,52209.0,D184,apps & games
B15114,688.0,H532,baby
I2758,1604.5,J270,electronics
B17756,2160.0,B961,collectibles
B31553,973.0,F260,books
B18593,10080.0,D865,apps & games
C6911,299.0,C874,computers & accessories
I308,800.0,C814,furniture
H6542,4953.5,B0089,clothing & accessories
B7967,2275.0,F276,books
B19161,137.5,I426,books
J9061,15616.0,G274,baby
D5514,2553.5,B946,clothing & accessories
J1514,4320.0,C932,apps & games
E0874,655.0,J77,garden & outdoors
D7702,11468.5,E282,apps & games
C4005,5472.0,G201,garden & outdoors
B03586,518.0,C874,furniture
F4564,505.5,B0120,garden & outdoors
F8871,2457.5,E871,furniture
B20112,633.5,C106,collectibles
H7628,28.5,E851,garden & outdoors
G0805,1149.0,C521,apps & games
B15094,478.5,J77,books
I3594,80.5,C874,computers & accessories
B0790,860.5,G607,electronics
D5415,761.5,G039,computers & accessories
B18670,336.5,C874,books
H3970,1033.5,C874,beauty
D254,4135.5,D432,baby
D0896,2432.0,F853,computers & accessories
B544,1568.0,J619,books
B4277,760.0,B683,collectibles
F5357,616.0,F857,computers & accessories
H0667,604.5,B0098,books
G3228,636.5,H284,collectibles
H4329,412.5,C628,apps & games
F7101,1088.0,E443,baby
G4890,57.5,I351,beauty
I4119,1600.0,E969,garden & outdoors
B27826,1276.5,D24,clothing & accessories
G8875,896.0,J858,books
E1485,864.0,E822,furniture
G4039,144.0,G379,apps & games
F2309,169.5,F965,clothing & accessories
F9795,348.5,I504,clothing & accessories
B8390,85497.5,G867,beauty
B07378,1212.5,B588,apps & games
C7930,1354.5,C487,baby
F7012,316.5,F566,garden & outdoors
F7937,2206.0,I127,clothing & accessories
F2719,1664.0,B516,books
B18681,1152.0,F545,clothing & accessories
H663,4864.0,B35,electronics
G8570,342.0,I518,baby
I0459,689.0,H433,beauty
D7499,3040.0,B0567,baby
J8435,10880.0,E282,computers & accessories
E3250,9708.5,C162,clothing & accessories
H4425,243.0,C810,garden & outdoors
H7871,380.5,I259,books
E5583,1718.0,J578,beauty
D4752,1232.5,F049,beauty
B14835,4268.5,B961,beauty
C5607,720.0,E692,furniture
F7258,240.0,I426,baby
I5623,2233.5,C106,electronics
J2040,384.0,J230,beauty
B08938,870.0,H238,computers & accessories
G6331,4569.5,I724,furniture
I8474,640.0,B032,baby
I8123,4120.0,J822,beauty
H6751,320.0,C065,clothing & accessories
G1396,3952.0,D517,apps & games
F6425,1290.0,J780,beauty
B25832,616.5,I677,computers & accessories
C1937,16896.0,E328,baby
B12124,1340.0,F858,beauty
D5936,1993.5,I435,baby
J6402,8288.0,J38,books
D7245,4128.0,B506,collectibles
B6333,5088.0,J314,garden & outdoors
B06474,1116.5,B0112,beauty
G6345,3808.0,C483,computers & accessories
B20753,2873.5,H640,clothing & accessories
E9306,6240.0,J38,garden & outdoors
E3882,1728.0,D062,electronics
B2610,543.0,F276,collectibles
C9924,284.5,F834,clothing & accessories
I5882,1607.5,C065,beauty
I2139,22526.0,B0331,computers & accessories
I7992,2644.5,D399,garden & outdoors
G6605,2426.5,F276,garden & outdoors
I5721,23500.5,C099,collectibles
F1577,2208.0,J041,baby
B14158,633.5,H791,baby
H6399,432.0,E309,baby
G065,2308.0,H631,computers & accessories
I249,8480.0,C499,clothing & accessories
B26794,3433.5,D197,beauty
I1256,673.0,G648,apps & games
C7538,803.5,I007,baby
G1209,1203.5,F441,beauty
B12628,163200.0,D364,furniture
G008,1120.0,C457,furniture
B06065,128.0,C874,books
B04463,1440.0,J77,books
B6655,480.0,J321,clothing & accessories
E3547,15648.0,G077,baby
B18076,66.5,J514,clothing & accessories
D4432,227.5,J77,apps & games
B28683,1664.0,J936,garden & outdoors
B30784,952.0,J843,baby
I2834,3686.0,C381,apps & games
E6988,2080.0,J843,garden & outdoors
B20672,1049.5,E722,furniture
B25650,1792.0,E749,garden & outdoors
B30755,53728.0,J397,electronics
B21318,80640.0,E933,apps & games
B05598,273.5,D914,baby
J972,636.5,G725,collectibles
D2886,800.0,B054,baby
I4537,5113.5,C738,collectibles
B4885,3939.0,C874,clothing & accessories
F0621,2886.0,E924,computers & accessories
G9217,1616.0,J807,collectibles
C2223,1024.0,G116,electronics
B29230,1120.0,C874,apps & games
G6321,2236.5,C444,books
B14519,752.0,B690,apps & games
B07827,1427.5,J713,baby
I7714,7040.0,B0333,clothing & accessories
D557,1756.5,C489,clothing & accessories
B10426,122774.0,I915,computers & accessories
B27762,188.5,F302,computers & accessories
I1439,2848.0,H114,furniture
B09807,225.0,J325,apps & games
B0224,6416.0,I189,books
F9279,10432.0,C874,books
F0915,30369.5,J606,garden & outdoors
E2806,583.0,F420,computers & accessories
E4643,5280.0,F164,baby
B26770,3040.0,E324,electronics
C9605,476.5,B980,furniture
G9309,768.0,G751,furniture
B9236,5441.5,C874,apps & games
F1945,12736.0,F282,collectibles
H4633,5280.0,I386,electronics
F4385,1258.5,C920,computers & accessories
B18132,176.0,E560,computers & accessories
F5384,8422.0,J209,garden & outdoors
F5622,18944.0,G108,collectibles
B06457,82560.0,B0191,apps & games
B04267,797.5,D386,clothing & accessories
I5674,2784.0,G740,beauty
B6265,8288.0,F637,books
G0937,3168.0,G498,apps & games
E4128,227.5,I177,beauty
D4865,147.0,H652,baby
H0714,1828.5,J27,apps & games
I8893,476.5,H325,beauty
B9737,1238.0,C874,beauty
C8118,160.0,G732,books
B28452,1408.0,B0567,beauty
E5106,7968.0,E646,garden & outdoors
B20220,4992.0,I826,electronics
D0476,2534.0,F075,beauty
F4551,1008.0,J393,garden & outdoors
J6052,531.0,E183,collectibles
B19929,796.5,I034,baby
C6136,633.5,B713,computers & accessories
G8360,1216.0,B961,apps & games
J4842,46784.0,B943,collectibles
G4856,52704.0,I994,books
D8653,4448.0,J809,baby
B5814,348.0,C835,computers & accessories
F9777,2848.0,F19,furniture
B261,48000.0,H470,beauty
B8781,4896.0,J553,computers & accessories
B4487,560.0,E316,computers & accessories
G3530,220.5,J486,electronics
B3130,9532.5,H962,collectibles
D5688,374.0,I275,clothing & accessories
B8159,1149.0,C874,computers & accessories
C3581,2015.0,H335,beauty
H9121,1248.0,H862,collectibles
I4522,6320.0,J77,baby
B19238,1408.0,C424,garden & outdoors
B4400,508.5,B0557,beauty
I7063,2252.5,C445,electronics
F5009,1061.5,C874,clothing & accessories
B9535,604.5,B732,collectibles
D8162,1036.5,I62,beauty
B25329,1116.5,B0386,furniture
F9689,64224.0,G960,clothing & accessories
J6218,550.0,J697,furniture
I5393,460.5,C874,furniture
F2893,928.0,D399,furniture
B0269,825.5,D635,computers & accessories
G2320,2948.5,J713,clothing & accessories
E6246,662.0,C874,apps & games
B0909,905.5,G323,garden & outdoors
B00271,2848.0,J321,books
C1142,1036.5,G751,baby
I6422,537.5,C759,baby
B00433,55708.0,D184,beauty
I2211,8676.5,G825,furniture
D0599,2624.0,C379,collectibles
I6854,3360.0,D021,apps & games
F9192,924.5,J281,books
B15482,2857.5,F662,electronics
F151,896.0,B0036,furniture
I3221,2428.5,E956,baby
H6830,6688.0,C475,electronics
J4346,2947.0,B0226,clothing & accessories
B28042,1935.0,I127,garden & outdoors
D9401,360.0,C874,collectibles
F9531,1696.0,C09,electronics
B24032,2620.5,B732,collectibles
D8647,2591.5,F893,clothing & accessories
D9895,1057.5,G323,baby
D3130,10608.0,D278,clothing & accessories
B29623,2236.5,B2,clothing & accessories
I7931,405.0,J362,computers & accessories
J9144,691.0,C874,computers & accessories
J8052,476.5,G186,collectibles
B29127,2044.5,F267,collectibles
E6629,352.0,J865,furniture
G120,409.5,E244,furniture
F0234,1177.5,F609,books
I3215,1920.0,H422,baby
F4493,8132.5,G825,collectibles
C7924,48720.0,I915,baby
C8890,1763.0,C874,baby
H5368,464.0,I784,garden & outdoors
F6478,1721.5,B076,garden & outdoors
B5229,352.0,E90,garden & outdoors
J2051,1020.5,C874,garden & outdoors
J8122,1149.0,I901,furniture
H3526,1728.0,D934,apps & games
D4803,633.5,E924,collectibles
B20978,2154.0,J671,computers & accessories
F9470,1024.5,F420,beauty
I2363,384.0,I558,garden & outdoors
E7497,1497.5,J512,garden & outdoors
G4494,8384.0,J344,apps & games
D9181,2236.5,G077,baby
F525,1120.0,D921,electronics
D1276,9303.0,D405,clothing & accessories
F6192,240.0,D055,collectibles
E3511,6271.0,C984,computers & accessories
B14212,768.0,C814,computers & accessories
B02350,460.5,G353,clothing & accessories
E9536,2660.0,D778,beauty
I8960,56332.5,G878,clothing & accessories
J7842,32480.0,B845,clothing & accessories
E5985,2401.5,F976,beauty
B26819,881.5,C874,furniture
J7747,124.5,I411,collectibles
B25670,1280.0,I277,clothing & accessories
C7598,3136.0,H791,computers & accessories
B06263,884.0,G648,baby
F6020,220.5,C356,beauty
J8126,35.0,I351,clothing & accessories
B20004,1337.5,C874,beauty
E304,4275.0,B0215,electronics
H9726,22579.0,E282,garden & outdoors
C2428,9642.0,I323,garden & outdoors
F7231,47680.0,F329,clothing & accessories
B21190,480.0,E877,computers & accessories
C8639,4412.5,E605,computers & accessories
B06834,748.0,C835,baby
H0845,524.0,F337,electronics
C5497,4988.5,C457,apps & games
H11,16064.0,I765,books
D698,9920.0,J172,beauty
B7953,3456.0,H241,apps & games
C2488,5913.5,F536,baby
B06550,3870.0,F783,electronics
F5130,6368.0,E986,apps & games
G494,18076.5,C331,baby
E9479,4672.0,B0543,electronics
B15316,34880.0,G277,garden & outdoors
E5508,704.0,C874,apps & games
J8646,1203.0,G702,furniture
B4202,5376.0,I276,beauty
I7540,1227.5,I121,computers & accessories
B22831,640.0,I834,computers & accessories
B29760,6688.0,E986,garden & outdoors
C0543,456.0,C874,beauty
F0518,2233.5,D442,books
B21238,604.5,H030,computers & accessories
B17686,152.0,H376,apps & games
G0885,7680.0,B0333,beauty
B2697,633.5,D113,garden & outdoors
D2729,3040.0,G607,collectibles
J2716,2016.0,E941,computers & accessories
F128,953.5,C358,computers & accessories
B6776,1244.5,E216,garden & outdoors
D3638,419.5,B0271,collectibles
B7107,6048.0,F655,furniture
J9529,9792.0,E382,furniture
D5555,768.0,F427,computers & accessories
F107,416.0,G764,garden & outdoors
B7317,1024.5,F420,furniture
D8733,1440.0,H577,apps & games
G2995,1558.0,F861,garden & outdoors
G3532,1123.0,E663,apps & games
B16425,230.0,J3,baby
B25753,640.0,F119,baby
B711,2027.5,C376,garden & outdoors
G9597,96.0,H312,books
D6811,444.5,G186,books
B649,464.0,G125,collectibles
H3690,1760.0,G491,garden & outdoors
C5086,3110.0,F276,collectibles
B5829,2851.0,I323,electronics
B217,489.5,F541,computers & accessories
D0751,22352.0,C874,collectibles
D7256,2860.0,F368,garden & outdoors
B07092,7032.5,G960,furniture
B25593,1149.0,B084,garden & outdoors
B27429,288.0,G62,beauty
E0329,544.0,J3,beauty
J6143,1568.0,B0025,beauty
F9636,2428.5,E956,garden & outdoors
G7515,3778.5,C874,garden & outdoors
D1335,576.0,H203,collectibles
B3299,63360.0,B0153,clothing & accessories
C5976,584.5,C835,books
G7008,412.5,F251,clothing & accessories
C2244,12736.0,I536,books
D4965,348.5,G367,computers & accessories
F8833,188.5,I661,furniture
H765,1213.0,G898,baby
G3405,336.0,F321,computers & accessories
B16168,454.0,C028,clothing & accessories
B04607,2851.0,H791,beauty
J6726,6048.0,B0183,beauty
B0963,1126.0,H640,clothing & accessories
B30563,1699.0,B207,books
G0365,380.5,C003,clothing & accessories
B21352,4867.0,I323,apps & games
D7470,383.5,G648,books
B20134,6163.0,D800,furniture
H1498,544.0,I231,furniture
I7669,1338.5,C065,apps & games
F7410,12736.0,D546,computers & accessories
D0707,297.5,B618,collectibles
C0764,560.0,E450,electronics
D4266,2496.0,B897,beauty
E1772,345.5,G648,baby
C5704,6400.0,F526,electronics
C4553,1216.0,H455,clothing & accessories
B22377,313.5,H071,apps & games
J4689,530.5,H632,collectibles
E8416,3488.0,H089,baby
G8164,1641.5,I140,electronics
D0850,108.0,C432,furniture
J4535,7337.5,G239,books
B14628,4128.0,H640,apps & games
G5058,496.0,G077,electronics
F5248,51609.5,F259,electronics
H7598,38908.5,B119,baby
B23062,1888.0,I069,books
F4933,150.0,D844,furniture
G9950,560.0,E309,apps & games
C5695,18240.0,I449,electronics
B0440,2176.0,B432,computers & accessories
G1431,388.5,I684,baby
B30988,11232.0,D009,electronics
D3560,304.0,I351,clothing & accessories
H1985,384.0,F559,collectibles
J1846,3233.5,C874,electronics
B5747,3960.0,C786,clothing & accessories
C4231,2304.0,E422,garden & outdoors
E916,1568.0,G815,electronics
I9320,475.0,H071,garden & outdoors
G9570,8448.0,D634,baby
B3029,4640.0,I189,computers & accessories
H0300,60480.0,G827,baby
B03463,2131.0,H071,computers & accessories
D9436,211.0,J839,baby
H2352,405.5,D289,collectibles
B02371,2301.0,D774,beauty
B26825,2528.0,C088,apps & games
B27217,864.0,G448,books
J9814,7648.0,H551,collectibles
C3770,9728.0,H777,collectibles
B26602,15008.0,G005,garden & outdoors
D0647,352.0,C432,collectibles
J3536,17760.0,B845,beauty
B24868,1273.5,H912,beauty
G8258,6138.5,H46,furniture
B7020,43520.0,F731,garden & outdoors
B2707,2265.5,I121,computers & accessories
E9642,413.5,D042,collectibles
I4877,627.0,I351,books
H0478,5702.0,B756,furniture
H8213,10752.0,G932,apps & games
I706,10792.0,F907,clothing & accessories
D25,1665.5,D399,baby
F9306,28864.0,D642,furniture
C5489,819.0,D999,apps & games
D0787,832.0,G832,baby
H7434,640.0,H582,beauty
I66,864.0,J213,beauty
B28486,572.5,I947,garden & outdoors
B30831,6784.0,G867,beauty
D1797,2325.5,F420,computers & accessories
C7067,800.0,G677,books
E4373,4758.5,J713,apps & games
I8940,1987.0,I03,apps & games
C8240,1696.0,D055,clothing & accessories
B24202,380.5,H738,beauty
F4035,800.0,H284,apps & games
F0832,672.0,E371,furniture
J0186,76032.0,H92,beauty
H1752,3196.5,I189,furniture
C0406,2976.0,J671,baby
D558,24928.0,J397,books
B00668,512.0,I689,beauty
B19448,915.5,D766,beauty
B20934,7008.0,G827,garden & outdoors
B19773,5382.0,I404,clothing & accessories
J0405,572.5,C456,furniture
J9351,809.0,G468,books
C6182,2119.5,D175,beauty
B8329,1212.5,I506,computers & accessories
E2671,700.5,C003,collectibles
